节点ID,节点类型,节点名称,所有属性
499,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [1400.0, 1623.3333333333335, 1638.3333333333335, 1766.6666666666667], ""confidence"": 0.95, ""image_id"": ""img_141"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 136, ""density"": ""very_high""}"
500,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [652.25, 1243.9166666666667, 3100.25, 2161.916666666667], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.666666666666666, ""position"": ""edge""}"
501,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [744.05, 1335.7166666666667, 3008.45, 2070.116666666667], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.0833333333333326, ""position"": ""edge""}"
502,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [2148.780487804878, 1239.0243902439024, 2274.3902439024387, 1330.4878048780488], ""confidence"": 0.95, ""image_id"": ""img_142"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 45, ""density"": ""very_high""}"
503,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [2095.8947368421054, 1203.421052631579, 2277.4736842105262, 1316.578947368421], ""confidence"": 0.95, ""image_id"": ""img_143"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 82, ""density"": ""very_high""}"
504,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1811.6842105263158, 961.3157894736842, 1998.5263157894738, 1085.0], ""confidence"": 0.95, ""image_id"": ""img_144"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 92, ""density"": ""very_high""}"
505,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 2, ""class"": ""undercut_groove"", ""bbox"": [645.4545454545455, 793.939393939394, 968.6868686868687, 930.3030303030303], ""confidence"": 0.95, ""image_id"": ""img_144"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 68.18181818181813, ""location"": ""surface""}"
506,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 3, ""class"": ""undercut_groove"", ""bbox"": [36.36363636363637, 795.959595959596, 591.9191919191919, 926.2626262626263], ""confidence"": 0.95, ""image_id"": ""img_144"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 65.15151515151518, ""location"": ""surface""}"
507,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 4, ""class"": ""pit_depression"", ""bbox"": [2348.8888888888887, 991.1111111111111, 2488.8888888888887, 1084.4444444444443], ""confidence"": 0.95, ""image_id"": ""img_144"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 27.999999999999975, ""shape_regularity"": ""irregular""}"
508,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [132.50156831472623, 600.4419989367357, 2590.101568314726, 1291.6419989367357], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.5555555555555554, ""position"": ""center""}"
509,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [201.62156831472623, 669.5619989367357, 2520.9815683147262, 1222.5219989367358], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 4.194444444444444, ""position"": ""center""}"
510,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1839.1538461538462, 947.6923076923076, 1995.5641025641025, 1093.8461538461538], ""confidence"": 0.95, ""image_id"": ""img_145"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 91, ""density"": ""very_high""}"
511,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 2, ""class"": ""undercut_groove"", ""bbox"": [3014.5631067961162, 814.5631067961165, 3368.9320388349515, 871.8446601941747], ""confidence"": 0.95, ""image_id"": ""img_145"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 28.640776699029118, ""location"": ""surface""}"
512,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 3, ""class"": ""undercut_groove"", ""bbox"": [4.854368932038835, 1251.4563106796115, 648.5436893203884, 1369.9029126213593], ""confidence"": 0.95, ""image_id"": ""img_145"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 59.22330097087388, ""location"": ""surface""}"
513,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 4, ""class"": ""undercut_groove"", ""bbox"": [671.8446601941747, 1166.990291262136, 1366.0194174757282, 1309.7087378640776], ""confidence"": 0.95, ""image_id"": ""img_145"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 71.35922330097083, ""location"": ""surface""}"
514,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [413.68440378391847, 765.7505601194921, 2813.6844037839182, 1440.750560119492], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.5555555555555554, ""position"": ""center""}"
515,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [481.18440378391847, 833.2505601194921, 2746.1844037839182, 1373.250560119492], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 4.194444444444445, ""position"": ""edge""}"
516,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [2392.666666666667, 1133.6666666666667, 2589.3333333333335, 1330.3333333333335], ""confidence"": 0.95, ""image_id"": ""img_146"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 154, ""density"": ""very_high""}"
517,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1328.666666666667, 2010.0, 1505.3333333333335, 2296.666666666667], ""confidence"": 0.95, ""image_id"": ""img_147"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 202, ""density"": ""very_high""}"
518,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [938.2222222222222, 364.6666666666667, 1022.9444444444446, 464.6666666666667], ""confidence"": 0.95, ""image_id"": ""img_148"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 33, ""density"": ""very_high""}"
519,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [889.6111111111111, 570.2222222222223, 966.0, 638.2777777777778], ""confidence"": 0.95, ""image_id"": ""img_149"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 20, ""density"": ""very_high""}"
520,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 2, ""class"": ""undercut_groove"", ""bbox"": [1248.3870967741937, 625.8064516129032, 1496.774193548387, 720.1612903225806], ""confidence"": 0.95, ""image_id"": ""img_149"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 47.17741935483872, ""location"": ""surface""}"
521,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 3, ""class"": ""undercut_groove"", ""bbox"": [583.4532374100719, 646.7625899280575, 1020.863309352518, 752.5179856115108], ""confidence"": 0.95, ""image_id"": ""img_149"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 52.877697841726615, ""location"": ""surface""}"
522,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [522.3814913660472, 466.9580529125087, 1545.981491366047, 850.9580529125087], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.665625, ""position"": ""edge""}"
523,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [560.7814913660471, 505.3580529125087, 1507.581491366047, 812.5580529125087], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.082031249999999, ""position"": ""edge""}"
524,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [964.9484536082474, 486.59793814432993, 1035.0515463917527, 570.1030927835052], ""confidence"": 0.95, ""image_id"": ""img_150"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 23, ""density"": ""very_high""}"
525,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [1227.8350515463917, 435.0515463917526, 1284.5360824742268, 500.0], ""confidence"": 0.95, ""image_id"": ""img_150"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 14, ""density"": ""very_high""}"
526,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 3, ""class"": ""pit_depression"", ""bbox"": [1122.0338983050847, 530.5084745762712, 1212.4293785310733, 603.3898305084746], ""confidence"": 0.95, ""image_id"": ""img_150"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 21.86440677966102, ""shape_regularity"": ""irregular""}"
527,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [458.33906847612934, 328.9418137340555, 1823.9390684761293, 712.9418137340555], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.55625, ""position"": ""edge""}"
528,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [496.7390684761293, 367.34181373405545, 1785.5390684761292, 674.5418137340555], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 4.195312499999998, ""position"": ""edge""}"
529,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1059.0588235294117, 568.8235294117646, 1167.8823529411764, 661.470588235294], ""confidence"": 0.95, ""image_id"": ""img_151"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 40, ""density"": ""very_high""}"
530,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 1, ""class"": ""undercut_groove"", ""bbox"": [787.8787878787879, 981.8181818181818, 1627.2727272727273, 1200.0], ""confidence"": 0.95, ""image_id"": ""img_152"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 109.09090909090912, ""location"": ""surface""}"
531,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 2, ""class"": ""undercut_groove"", ""bbox"": [301.5151515151515, 948.4848484848484, 768.1818181818181, 1110.6060606060605], ""confidence"": 0.95, ""image_id"": ""img_152"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 81.06060606060606, ""location"": ""surface""}"
532,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 3, ""class"": ""pit_depression"", ""bbox"": [1003.030303030303, 1204.5454545454545, 1543.9393939393938, 1366.6666666666665], ""confidence"": 0.95, ""image_id"": ""img_152"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 48.636363636363605, ""shape_regularity"": ""irregular""}"
533,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 4, ""class"": ""undercut_groove"", ""bbox"": [3773.4513274336277, 1344.2477876106193, 4082.300884955752, 1493.8053097345132], ""confidence"": 0.95, ""image_id"": ""img_152"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 74.77876106194697, ""location"": ""surface""}"
534,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 5, ""class"": ""undercut_groove"", ""bbox"": [2788.1889763779527, 1255.1181102362204, 3011.8110236220473, 1347.244094488189], ""confidence"": 0.95, ""image_id"": ""img_152"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 46.06299212598424, ""location"": ""surface""}"
535,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 6, ""class"": ""undercut_groove"", ""bbox"": [3148.672566371681, 1283.1858407079644, 3511.5044247787605, 1412.3893805309733], ""confidence"": 0.95, ""image_id"": ""img_152"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 64.60176991150445, ""location"": ""surface""}"
536,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 7, ""class"": ""undercut_groove"", ""bbox"": [1727.9661016949153, 1126.271186440678, 2472.0338983050847, 1285.5932203389832], ""confidence"": 0.95, ""image_id"": ""img_152"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 79.66101694915255, ""location"": ""surface""}"
537,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 8, ""class"": ""porosity_region"", ""bbox"": [2919.529411764706, 1424.3529411764705, 3151.882352941176, 1583.1764705882351], ""confidence"": 0.95, ""image_id"": ""img_152"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 147, ""density"": ""very_high""}"
538,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [1059.8974468789927, 927.3690971233787, 3517.4974468789924, 1618.5690971233785], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.555555555555556, ""position"": ""edge""}"
539,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [1129.0174468789926, 996.4890971233787, 3448.3774468789925, 1549.4490971233786], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 4.194444444444445, ""position"": ""edge""}"
540,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 1, ""class"": ""undercut_groove"", ""bbox"": [540.1234567901234, 1161.111111111111, 633.9506172839506, 1370.9876543209875], ""confidence"": 0.95, ""image_id"": ""img_153"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 46.91358024691357, ""location"": ""edge""}"
541,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 2, ""class"": ""undercut_groove"", ""bbox"": [520.3703703703703, 1453.7037037037037, 614.1975308641975, 1581.4814814814813], ""confidence"": 0.95, ""image_id"": ""img_153"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 46.91358024691357, ""location"": ""edge""}"
542,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 3, ""class"": ""undercut_groove"", ""bbox"": [561.7283950617284, 714.8148148148148, 676.5432098765432, 903.0864197530864], ""confidence"": 0.95, ""image_id"": ""img_153"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 57.40740740740739, ""location"": ""edge""}"
543,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [207.15226337448553, 941.630864197531, 975.1522633744855, 1453.4308641975308], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.5005861664712783, ""position"": ""edge""}"
544,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [258.33226337448554, 992.8108641975309, 923.9722633744856, 1402.2508641975307], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.6257327080890982, ""position"": ""edge""}"
545,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 1, ""class"": ""undercut_groove"", ""bbox"": [605.1724137931035, 1175.0, 666.3793103448276, 1332.7586206896553], ""confidence"": 0.95, ""image_id"": ""img_154"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 30.603448275862036, ""location"": ""edge""}"
546,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 2, ""class"": ""undercut_groove"", ""bbox"": [604.3103448275863, 1333.6206896551726, 662.0689655172414, 1609.4827586206898], ""confidence"": 0.95, ""image_id"": ""img_154"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 28.87931034482756, ""location"": ""edge""}"
547,"[__Node__, Defect, undercut_groove]",Undercut Groove,"{""local_id"": 3, ""class"": ""undercut_groove"", ""bbox"": [551.7241379310345, 1913.793103448276, 607.7586206896552, 2181.896551724138], ""confidence"": 0.95, ""image_id"": ""img_154"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 28.01724137931035, ""location"": ""edge""}"
